id,numero,sexo,total_electores,cantidad_votantes,dni_presidente,dni_suplente,circuito_id,municipio_id,departamento_id,esta_cargada,esta_incorporada,escuela_id,cantidad_sobres,asignacion1,asignacion2,carga1,carga2,ruta_imagen,cantidad_votantes2,cantidad_sobres2,cantidad_votantes3,cantidad_sobres3,fh_ruta,h_asig1,h_asig2,bue
279,1539,,350,271,0,0,53,60,7,X,X,38,271,22,21,t,t,aceptados/1539.jpg,271,271,271,271,17/11/2021 18:41:40,2021/11/17 18:42:27,2021/11/17 18:41:57,
580,2094,,301,235,0,0,92,56,13,X,X,78,235,20,17,t,t,aceptados/2094.jpg,235,235,235,235,17/11/2021 12:56:38,2021/11/17 12:56:42,2021/11/17 12:56:38,
595,2184,,350,288,0,0,107,43,15,X,X,80,288,22,21,t,t,aceptados/2184.jpg,288,288,288,288,17/11/2021 19:04:59,2021/11/17 19:05:47,2021/11/17 19:05:11,
264,1524,,349,246,0,0,53,60,7,X,X,36,246,22,21,t,t,aceptados/1524.jpg,246,246,246,246,17/11/2021 19:00:39,2021/11/17 19:01:31,2021/11/17 19:00:40,
629,2594,,350,294,0,0,161,51,23,X,X,85,294,22,42,t,t,aceptados/2594.jpg,294,294,294,294,17/11/2021 17:47:45,2021/11/17 17:47:50,2021/11/17 17:47:45,
240,1500,,348,255,0,0,53,60,7,X,X,34,255,22,21,t,t,aceptados/1500.jpg,255,255,255,255,17/11/2021 18:57:01,2021/11/17 18:59:05,2021/11/17 18:57:32,
625,2229,,233,167,0,0,111,43,15,X,X,84,167,22,21,t,t,aceptados/2229.jpg,167,167,167,167,17/11/2021 19:22:20,2021/11/17 19:23:59,2021/11/17 19:23:06,
632,2597,,350,285,0,0,161,51,23,X,X,85,285,22,21,t,t,aceptados/2597.jpg,285,285,285,285,17/11/2021 17:48:24,2021/11/17 17:49:17,2021/11/17 17:48:33,
227,1451,,247,197,0,0,47,28,6,X,X,31,197,21,20,t,t,aceptados/1451.jpg,197,197,197,197,17/11/2021 09:12:29,2021/11/17 09:12:35,2021/11/17 09:13:12,
459,1726,,351,260,0,0,62,39,8,X,X,59,260,20,21,t,t,aceptados/1726.jpg,260,260,260,260,17/11/2021 11:18:03,2021/11/17 11:18:46,2021/11/17 11:19:06,
291,1551,,350,280,0,0,53,60,7,X,X,39,280,22,21,t,t,aceptados/1551.jpg,280,280,280,280,17/11/2021 18:44:29,2021/11/17 18:47:58,2021/11/17 18:45:59,
109,1315,,349,283,0,0,36,34,4,X,X,13,283,25,21,t,t,aceptados/1315.jpg,285,285,285,283,17/11/2021 11:43:29,2021/11/17 11:43:31,2021/11/17 11:43:31,
651,2616,,349,224,0,0,162,21,24,X,X,87,224,22,21,t,t,aceptados/2616.jpg,224,224,224,224,17/11/2021 17:53:52,2021/11/17 17:54:16,2021/11/17 17:54:36,
646,2611,,350,264,0,0,162,21,24,X,X,87,264,43,42,t,t,aceptados/2611.jpg,264,264,264,264,17/11/2021 17:53:57,2021/11/17 17:54:25,2021/11/17 17:54:37,
550,1926,,350,277,0,0,77,49,10,X,X,72,277,24,21,t,t,aceptados/1926.jpg,277,277,277,277,17/11/2021 12:01:26,2021/11/17 12:01:28,2021/11/17 12:01:30,
429,1696,,350,240,0,0,62,39,8,X,X,56,240,18,22,t,t,aceptados/1696.jpg,240,240,240,240,17/11/2021 11:00:30,2021/11/17 11:01:06,2021/11/17 11:02:55,
213,1437,,350,293,0,0,47,28,6,X,X,29,293,24,25,t,t,aceptados/1437.jpg,293,293,293,293,17/11/2021 09:03:45,2021/11/17 09:05:11,2021/11/17 09:05:41,
653,2618,,349,246,0,0,162,21,24,X,X,87,246,31,21,t,t,aceptados/2618.jpg,246,246,246,246,17/11/2021 17:54:09,2021/11/17 17:54:29,2021/11/17 17:54:47,
634,2599,,299,250,0,0,161,51,23,X,X,85,250,22,21,t,t,aceptados/2599.jpg,250,250,250,250,17/11/2021 17:48:00,2021/11/17 17:48:33,2021/11/17 17:48:11,
659,2629,,176,138,0,0,165,21,24,X,X,89,138,22,42,t,t,aceptados/2629.jpg,138,138,138,138,17/11/2021 17:54:16,2021/11/17 17:54:30,2021/11/17 17:54:56,
356,1623,,349,265,0,0,58,63,7,X,X,46,265,21,20,t,t,aceptados/1623.jpg,265,265,265,265,17/11/2021 09:55:24,2021/11/17 09:55:25,2021/11/17 09:55:26,
645,2610,,349,280,0,0,162,21,24,X,X,87,280,22,21,t,t,aceptados/2610.jpg,280,280,280,280,17/11/2021 17:53:13,2021/11/17 17:53:43,2021/11/17 17:53:53,
415,1682,,350,242,0,0,62,39,8,X,X,55,242,25,22,t,t,aceptados/1682.jpg,242,242,242,242,17/11/2021 11:03:42,2021/11/17 11:03:42,2021/11/17 11:04:31,
98,1298,,348,281,0,0,34,32,4,X,X,12,281,32,3,t,t,aceptados/1298.jpg,281,281,281,281,16/11/2021 20:51:37,2021/11/16 20:57:48,2021/11/16 20:52:58,
361,1628,,350,250,0,0,58,63,7,X,X,47,250,21,32,t,t,aceptados/1628.jpg,250,250,250,250,17/11/2021 10:13:38,2021/11/17 10:14:55,2021/11/17 10:21:21,
89,1289,,349,281,0,0,34,32,4,X,X,10,281,32,3,t,t,aceptados/1289.jpg,281,281,281,281,16/11/2021 20:51:43,2021/11/16 20:58:01,2021/11/16 20:53:33,
633,2598,,297,250,0,0,161,51,23,X,X,85,250,22,42,t,t,aceptados/2598.jpg,250,250,250,250,17/11/2021 17:48:07,2021/11/17 17:48:45,2021/11/17 17:48:21,
373,1640,,351,237,0,0,58,63,7,X,X,48,237,22,22,t,t,aceptados/1640.jpg,237,237,237,237,17/11/2021 10:15:45,2021/11/17 10:17:57,2021/11/17 10:24:08,
129,1335,,351,272,0,0,40,12,5,X,X,17,272,21,25,t,t,aceptados/1335.jpg,272,272,272,272,17/11/2021 08:57:31,2021/11/17 08:58:13,2021/11/17 08:58:11,
168,1374,,350,287,0,0,41,12,5,X,X,22,287,22,25,t,t,aceptados/1374.jpg,287,287,287,287,17/11/2021 08:58:51,2021/11/17 08:59:25,2021/11/17 09:00:31,
